ISBN,Título,Género,Autor,Editorial,Número de Páginas,Fecha de Publicación,Sinopsis,Portada,URL
9788436816907,Aplicaciones de intervención psicopedagógica,Psicología Psicoanalisis Psiquiatra,Jesús Nicasio García-Sánchez,Pirámide,344,23 de Septiembre 2002,"Esta obra trata, de forma aplicada, de los problemas, trastornos y dificultades de aprendizaje en los diferentes niveles educativos. Ofrece aplicaciones de evaluación e intervención psicopedagógica para enfrentarse a estas dificultades desde el enfoque completo y funcional del aprendizaje basado en problemas (ABP). Los escolares pueden presentar distintos tipos de problemas durante el aprendizaje; así, en relación con la lectura, pueden surgir dificultades con la mecánica o la comprensión; respecto a la escritura y composición escrita, con el grafismo, los procesos lingüísticos o la planificación del escrito; o en matemáticas, con el concepto de número, las operaciones o la solución de problemas. Existen también problemas debidos a limitaciones en las habilidades sociales, en la atención y control, en la motivación para la conquista de metas de aprendizaje, o en el manejo y autorregulación de los propios aprendizajes mediante el uso de diversas estrategias. Asimismo, pueden aparecer dificultades en el manejo y control de la ansiedad ante algunos retos del aprendizaje, como el de las matemáticas o ante los exámenes. Por otro lado, es obvio que los profesionales que trabajan con este tipo de alumnos son más susceptibles de quemarse y sufrir estrés (el síndrome burnout) que colegas suyos que trabajen con alumnos sin problemas para aprender o para adaptarse. Estos últimos encontrarán respuestas aplicadas pero enmarcadas y bien justificadas teóricamente, lo que le da un mayor potencial de generalización y sirve de germen para diseñar otras respuestas a problemas relacionados con el aprendizaje que muchos alumnos presentan a lo largo del proceso educativo.","https://www.gandhi.com.mx/media/catalog/product/9/7/9788436816907_60b3.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/aplicaciones-de-intervencion-psicopedagogica
9788412081299,UNIVERSOS DISTÓPICOS,Cine,JOSE SENDER,Look,272,29 de Julio 2022,"El
futuro sí está escrito
La ficción ha encontrado siempre en las distopías material más que
suficiente para prevenirnos de un futuro aterrador. Tanto el cine como la
literatura, los cómics o los videojuegos han hallado en este género suficientes
conflictos en los que la sociedad sucumbe ante alguna catástrofe. La
deforestación, la lluvia ácida o la polución son algunas de las constantes
que ambientan escenarios grises y contaminados en los que no hay el menor
asomo de vegetación. Y los héroes suelen ser personajes anónimos que viven
alienados sin saberlo, bajo la opresión de un sistema que les roba su
individualidad hasta el día que despiertan y se deciden a combatirlo. Este
libro recorre algunas de las distopías más impactantes que han llegado hasta
nosotros a través de algunas de sus manifestaciones artísticas más populares:
desde carreras de coches en desiertos australianos, replicantes cuyos
momentos se pierden como lágrimas en la lluvia, delincuentes juveniles que
combaten contra tribus salvajes o idiotas del futuro que riegan los cultivos
con bebidas energéticas.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788412081299_7075.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/universos-distopicos
9786079781675,"DERECHOS HUMANOS INSTITUYENTES, PENSAMIENTO CRITICO Y PRAXIS DE LIBERACION",Filosofía,David Sánchez Rubio,Akal,336,2018,"En su origen, los derechos humanos están unidos a luchas instituyentes, a procesos de vindicación que anteceden a la creación de toda norma o legislación. No obstante, al delegar su cumplimiento en las instituciones, su carácter como defensas históricas y de creación continua queda sustraído de aquello que les da significado. A partir de este horizonte, David Sánchez Rubio propone devolver esta cualidad instituyente a los derechos humanos, para ligarlos a una praxis continua que atienda las necesidades y corporalidades humanas sin excepciones, y con el menor grado posible de abstracción.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786079781675_ef14.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/derechos-humanos-instituyentes-pensamiento-critico-y-praxis-de-liberacion
9783791385815,BOOKSTORES: A CELEBRATION OF INDEPENDENT BOOKSELLERS,Fotografía,Stuart Husband,Prestel,256,25 de Enero 2022,"Bookstores are treasure troves of knowledge and ideas, invaluable for the imagination, and often reflect their owners' personalities in ways internet behemoths could never recreate. In this book, photographer Horst A. Friedrichs opens the door to the world of bricks-and-mortar bookstores, showcasing their variety, quirkiness, and vitality with lavish photography. It celebrates the passion and commitment of the owners with interviews and anecdotes. Explore William Stout Books, a specialty store for architecture and art books in San Francisco, and Baldwin's Book Barn in Pennsylvania, a 5-story bookstore housed in a dairy barn open since the mid-1940s. Discover Gay's the Word, the UK's first and only dedicated LGBTQI bookshop and Livraria Lello, whose art deco interior is a temple to reading in the middle of Porto, Portugal. Some of the featured bookstores specialize in a certain genre, some are massive with vaulted ceilings, some are tiny and filled to the brim with books, some are in historic buildings that evoke a different time and place, and some are brand new, high- tech, architect-designed spaces. What all the bookstores have in common is that they are all dedicated to spreading the written word to their communities. This is an ideal book for anyone who loves to read, browse, or simply linger in the analog world of books and bookstores.","https://www.gandhi.com.mx/media/catalog/product/9/7/9783791385815_a4e2.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/bookstores-a-celebration-of-independent-booksellers
9788420682174,Filosofía de la historia,Filosofía,Manuel Cruz,Alianza editorial,256,22 de Septiembre 2008,"La pregunta por la naturaleza de la historia parece albergar en su interior dos preguntas complementarias: ¿de qué está hecha la historia? y ¿cómo conocerla? El variable protagonismo de una u otra, o su difícil equilibrio, definen en cierto modo la deriva de esta disciplina habitualmente denominada Filosofía de la historia. Mientras en algunas épocas la aspiración de fundar una ciencia específica ha dominado el discurso metahistórico, en otras la reflexión se ha dedicado sobre todo a intentar legitimar la existencia de unos (u otros) determinados constituyentes últimos de lo histórico-social. En este libro, además de llevarse a cabo una reconstrucción del desarrollo de esta problemática, se esboza una propuesta acerca del sentido que cabe atribuirle a este ámbito teórico de hoy, cuando la posibilidad misma de la historia se halla puesta en cuestión.","https://www.gandhi.com.mx/media/catalog/product/9/7/9788420682174_b424.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/filosofia-de-la-historia-1
9786075509105,Un nuevo plan de vida para jóvenes,Desarrollo Humano,Luis Castañeda,Hachette livre,96,17 de Julio 2017,"¿Alguna vez has dibujado en tu mente cómo te verás en los próximos años? Si aún no lo haces, éste es el momento justo para ponerte a diseñar un plan de vida ¡100 realizable! Los autores de este libro te llevarán paso a paso por una serie de magníficos consejos para que seas capaz de situarte en tu realidad y superar las barreras que te impiden proyectar una vida a futuro. En cada capítulo hay espacios para hacer actividades de escritura, así sabrás cómo trabajar tu actitud y los valores que te convertirán en una persona desenvuelta y resuelta a triunfar en cualquier aspecto de la vida.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786075509105_6936.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/un-nuevo-plan-de-vida-para-jovenes
9786077479147,Piensa como Amazon,Negocios y Finanzas,John Rossman,Paidós,372,17 de Julio 2020,"En el panorama actual, o estás compitiendo contra Amazon o estás tratando de descubrir cómo aprovecharla para tu negocio. De cualquier manera, es mejor que entiendas su mentalidad, lo que determina cómo funciona. Habiendo trabajado en Amazon en sus primeros años, puedo dar fe de que este libro definitivamente captura la esencia y los principios inquebrantables que hacen de Amazon una empresa como ninguna otra.Kirk Beardsley, vicepresidente Ejecutivo de Digital en Nordstrom y exdirector de Desarrollo de Negocios en AmazonUtiliza las herramientas de este libro para resolver los desafíos aparentemente imposibles a los que se enfrenta tu empresa hoy, y tus clientes te lo agradecerán con su lealtad y sus carteras.James Thomson, socio de Buy Box Experts y exjefe de Amazon ServicesEste libro proporciona a los innovadores un marco poderoso para liderar en la era actual de disrupción y transformación digital. Ya sea que tu organización sea una startup de una sola persona o miembro de Fortune 500, las 50 ideas de John Rossman permitirán a los ejecutivos y sus equipos repensar su negocio, obsesionarse con los clientes y ganar en la era digital.Mark Bertolini, expresidente y director ejecutivo de Aetna Inc.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786077479147_7c53.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/piensa-como-amazon-1
9786079954284,LECCIONES DE DERECHO INTERNACIONAL PRIVADO,Derecho,Nuria González Martín,Dikaia,375,01 de Febrero 2022,"Esta obra tiene su origen en el Diplomado en Derecho Internacional Privado (DIPR) impartido durante 2021 en el Poder Judicial Federal por renombrados profesores nacionales y extranjeros, especialistas en la materia, con un programa de alto nivel. Fueron tantos y tan actuales los elementos presentados que por razones de espacio se tomaron en cuenta solo aquellos que cubren la parte general de la disciplina en los programas académicos de las universidades mexicanas. Sin duda, ha conformado una obra enriquecedora por la diversidad de los temas, el valor de sus contenidos y la calidad de su planta investigadora. Los autores exponen los elementos básicos y generales para acceder al conocimiento del DIPR en el contexto del sistema mexicano. Mediante numerosos ejemplos y criterios judiciales se presentan los métodos para resolver problemas de tráfico jurídico internacional; temas relacionados con la norma de conflicto, necesarios para su aplicación, como la calificación, la cuestión previa y el re envío; las excepciones al derecho extranjero, destacando la vulneración al orden público y el fraude a la ley. En torno a la aplicación del derecho foráneo, se adicionan aspectos como la aplicación armónica y la interpretación de la normatividad internacional. Por supuesto, no podía faltar el tema de los derechos humanos.La obra presenta temas novedosos y poco conocidos en la doctrina mexicana, como la diferenciación entre orden jurídico identificado y orden jurídico por aplicar, las normas de extensión o la diferencia entre normas de conflicto y normas incorporantes; se precisa el concepto de  lex loci  factum y, asimismo, se explican las fuentes del DIPR y los foros internacionales. La obra culmina con el análisis del famoso caso Antenor Patiño vs María de Cristina de Borbón, que dará a los estudiantes una idea de la problemática que sucita trabajar con prescripciones de derecho internacional privado, y un estudio exegético de los convenios internacionales signados por México y relacionados con la parte general de la disciplina.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786079954284_319c.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/lecciones-de-derecho-internacional-privado
9789873761614,Calma,Desarrollo Humano,Tim Parks,El hilo de Ariadna,104,14 de Junio 2022,"¿Cómo alguien puede llevar una vida así sin terminar con una úlcera o dos?. ¿Cómo podemos experimentar la calma en esta desafiante vida moderna? Tim Parks, un escéptico a ultranza acerca de todo lo que se asemeja a la espiritualidad, se encuentra en un retiro budista de meditación en busca de la respuesta a esta misma pregunta. Con honestidad brutal y un humor mordaz, relata el camino que transita desde la desconfianza hacia algo que se parece a la paz interior para luego enfrentarse con uno de los grandes misterios de nuestra época: cómo sobrevivir en esta era. Hace tiempo ya que Tim Parks estableció sus credenciales como un observador astuto y escéptico de la condición humana. Calma, un registro de su experiencia con la enfermedad y de su búsqueda de sanación que comienza con un reaprendizaje de cómo respirar y termina en algo cercano a la transformación espiritual, merece nuestra máxima atención. John M. Coetzee, Premio Nobel de Literatura.","https://www.gandhi.com.mx/media/catalog/product/9/7/9789873761614_0379.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/calma-2
9788411474108,De la Autorización en Autos Breviario 79,Derecho,Ricardo Cuevas Miguel,Tirant lo Blanch,40,2023,"El tema del presente breviario aun siendo de actualidad, ha sido generalmente olvidado o poco tratado en los textos doctrinales, siendo no obstante utilizado copiosamente en la práctica procesal. En la presente monografía tratamos acerca de sus antecedentes, de su tratamiento en distintos ordenamientos jurídicos, sus notas características, su aplicación en resoluciones judiciales en materia local y federal y su análisis. La autorización en autos tiene mucha relación con el poder para pleitos y cobranzas y con el mandato judicial, figuras con las cuales es comúnmente confundido por la doctrina y por los jueces, tratándose en el presente trabajo de dilucidar sus diferencias y sus notas características, para llegar a la conclusión de que en realidad se trata de un poder especial judicial con formalidades simplificadas, llegándose a plantear la conveniencia de que se regulen en el Código Civil las tres figuras en una sola, debido a su similitud y a su teleología, pues en la actualidad cada vez más ordenamientos jurídicos de diversa índole contemplan la mencionada autorización.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788411474108_ebbd.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/de-la-autorizacion-en-autos-breviario-79
9788408170631,HONG KONG DE CERCA 4 ES,Viajes,Piera Chen,Lonely planet,192,2018,"Hong Kong atrae y desconcierta, como la trama de uno de los premiados thrillers que se han rodado en sus calles. Tras la fachada futurista de la ciudad se ocultan templos humeantes, playas de surf y amplios parques verdes donde pasta el ganado y los hoteles de cinco estrellas y los rascacielos contrastan con casas ruinosas. Hong Kong acelera y apacigua el pulso a la vez gracias a su ordenamiento jurídico, a un sistema de transporte insuperable y, por supuesto, a los mejores -Dim Sum- (comida cantonesa liviana) del mundo.","https://www.gandhi.com.mx/media/catalog/product/9/7/9788408170631.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/hong-kong-de-cerca-4-es
9786074611410,SILENCIO LUMINOSO,Fotografía,Yamina Del Real,Artes de México,6,2013,"Varias experiencias muy personales deerotismo y dolor llevaron a Yamina delReal a elaborar un ensayo fotográfico desilencio luminoso, al que le canta la narradoray poeta Sandra Lorenzano. Este volumen nosinvita a repensar el cuerpo femenino comoaquello que se apuesta y nadie gana; se deseay se niega: se desconoce, pero se describe.¡ Luminous Silence. A series of personal","https://www.gandhi.com.mx/media/catalog/product/9/7/9786074611410.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/silencio-luminoso
9786078651047,RAZON Y MODERNIDAD: HORIZONTES DEL FILOSOFAR ACTUAL,Filosofía,María del Rocío Lucero Muñoz,Ítaca,16,2019,"Buscar respuesta a los acuciantes problemas que enfrentamos en nuestra sociedad actual nos impele a recurrir al pensamiento de filósofos de diferentes épocas y culturas. Pero sin duda es en el horizonte de la modernidad desde donde podemos comprender de manera más profunda los desafíos que enfrenta la humanidad para la coexistencia e, incluso, supervivencia, pues nuestra cosmovisión, nuestras instituciones y nuestra concepción de la acción son heredadas en gran medida del pensamiento moderno. Los textos que componen este libro pretenden abonar a una apropiación reflexiva de las nociones, ideas y propuestas planteadas por distintos filósofos para abordar temas que van desde la filosofía práctica hasta cuestiones de ontología, ciencia y la universidad. Estas contribuciones son muestra de la pluralidad de perspectivas del quehacer filosófico en nuestro país que pretende aportar al esclarecimiento de algunas de las cuestiones más estimulantes hoy día.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786078651047.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/razon-y-modernidad-horizontes-del-filosofar-actual
9786070935596,De Políticas sociales a derechos sociales: la transformación,Derecho,Martí Batres Guadarrama,Porrúa,200,14 de Julio 2020,"Este estudio
constituye una innovación en el análisis de la relación entre las políticas
sociales y los derechos sociales, en particular, en el contexto de la Ciudad
de México y, en general, de la reforma del artículo 4o. constitucional. Por
un lado, se toma partido en favor de los derechos sociales, al considerarlos
como un instrumento más efectivo en la búsqueda de altos niveles de bienestar
social y de igualdad, puesto que los derechos ciudadanos obligan al Estado a
ejercer determinadas conductas. Por el otro, en lugar de ver las políticas
sociales como medios para cumplir derechos sociales ya establecidos en la
ley, se plantea, en sentido inverso, que pueden construirse nuevos derechos
sociales a partir de ciertas políticas sociales ya puestas en práctica. Se
trata de una investigación sobre la construcción de derechos desde las
políticas públicas, que se desarrolla apoyándose en las visiones
interdisciplinarias y transdisciplinarias del pensamiento social, que además
se auxilia de disciplinas científicas, como el derecho, la historia, la
sociología, la ciencia política, la economía y el trabajo social.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786070935596_c5b2.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/de-politicas-sociales-a-derechos-sociales-la-transformacion
9788430982400,Teoría del Derecho,Derecho,Antonio Enrique Pérez Luño,Tecnos,282,02 de Septiembre 2021,"Esta Teoría del derecho se concibe como una concepción de la experiencia jurídica y, como tal, de la peculiar y personal respuesta de sus autores al cúmulo de temas, interrogantes y orientaciones que, convencionalmente, pueden incluirse bajo ese rótulo disciplinar. La obra pretende ser un interlocutor para los alumnos que inician los estudios de Derecho, a los que desea informar y orientar sobre el status quaestionis de los principales problemas teórico-jurídicos e incitarles a proseguir y profundizar en su estudio. Para ello se ha buscado la máxima claridad expositiva. En aras también de esos presupuestos pedagógicos se ha recurrido, a veces, a casos o ejemplificaciones.Los autores de esta obra no comparten la actitud resignada que concibe la lucha por el derecho justo como un ideal quimérico sin sentido. Estiman, por el contrario, que la experiencia de la instrumentalización del derecho para el logro de objetivos inicuos no invalida, sino que estimula y apremia, el esfuerzo por vincular el derecho a aquellos valores que deben informar los sistemas normativos sociales para hacerlos dignos de los seres humanos.","https://www.gandhi.com.mx/media/catalog/product/9788430982400?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/teoria-del-derecho-21
9788470303982,La voluntad,Ensayo Literario,Azorín,Biblioteca nueva,256,01 de Enero 1996,"La Voluntad constituye un texto singularmente idóneo para acercarse al entendimiento de cuáles fueron las inquietudes filosóficas, estéticas y políticas de aquella generación de escritores que, habiendo irrumpido en el ámbito cultural español poco antes del 98, en el tránsito hacia el nuevo siglo, dan muestras de profundo desaliento y escepticismo sobre sus posibilidades de influir en la trayectoria de la vida nacional, para alterar su dirección.","https://www.gandhi.com.mx/media/catalog/product/9788470303982?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/la-voluntad
9788433900012,DETALLES,Ensayo Literario,Hans Magnus Enzensberger,Anagrama,222,2008,"Los ensayos recogidos en este volumen, de un humor corrosivo que apela certeramente a la complicidad del lector, se centran en dos grupos temáticos, aunque, de una manera más o menos visible, se encuentra un tema general subyacente: la importancia del caso particular como revelador de la totalidad concreta de la vida social.","https://www.gandhi.com.mx/media/catalog/product/9/7/9788433900012.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/detalles
7502268193782,Escrito en el agua/Confidencias y traiciones/Amigo imaginario,Terror y Suspenso,Varios autores,Planeta,648,2020,"Si te
gusta sentir emociones al límite, sentir la incertidumbre, la intriga, el
misterio y leer al borde de la silla, esta selección de libros de thriller
literario es para ti. No te pierdas las mayores investigaciones, los más
inteligentes y espabilados detectives. Conviértete en parte de estas
investigaciones y resuelve crímenes acompañado de estos libros de thriller
literario.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp7502268193782_9299.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/paquete-thriller
9788445008027,La ira de Nkai,Terror y Suspenso,Josh Reynolds,Minotauro,304,01 de Agosto 2022,"La primera de una nueva colección de novelas de espeluznantes aventuras basada en el popular Arkham Horror: una ladrona internacional de artefactos esotéricos se topa con un culto de pesadilla en la Nueva Inglaterra de los años veinteLa condesa Alessandra Zorzi, una aventurera y ladrona cosmopolita, llega a Arkham en busca de un cuerpo recién exhumado en Oklahoma, de curioso origen y peculiares características. Pero antes de que pueda hacerse con él, otro grupo se le adelanta. Durante un tiroteo en el Museo Miskatonic, la condesa establece contacto visual con el cadáver, lo que desencadena una serie de descubrimientos que superan con creces sus experiencias más salvajes. Ahora, atrapada entre su misterioso cliente, la policía y una sociedad de expertos necrófagos, sigue las pistas de la momia resurrecta, así como del horror alienígena que la acompaña.Esta novela se inspira en el horror cósmico de H. P Lovecraft, el escritor clásico que a través de su literatura redefinió la fantasía y la ficción sobrenatural.JOSH REYNOLDS es el autor de más de treinta novelas y numerosos relatos cortos, entre ellos los populares Warhammer: Age of Sigmar y Warhammer 40.000.","https://www.gandhi.com.mx/media/catalog/product/9788445008027?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/la-ira-de-n-kai
9788419172808,Alfred Hitchcock presenta: Cuentos para leer con la luz encendida,Terror y Suspenso,Varios autores,Blackie books,320,11 de Abril 2023,"Confío en que hayas estado debidamente ocupado desde la última vez que nos vimos...Mi tío Albert, desempleado de profesión, solía decirme que las manos ociosas conducen a la travesura. Así pues, por mi parte, he dedicado este ínterin a preparar una nueva colección con la que deleitar a los lectores. ... Por tanto, si así lo deseas, asegúrate de haber cerrado bien la puerta, dale otra vuelta a la llave por si acaso y pasa la página para empezar a leer. Más historias favoritas del maestro del suspense.","https://www.gandhi.com.mx/media/catalog/product/9/7/9788419172808_ed7a.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/alfred-hitchcock-presenta-cuentos-para-leer-con-la-luz-encendida-mas-historias-favoritas-del-maestro-del-suspense
9788445005576,Cuaderno de viaje de la Tierra Media,Ciencia Ficción,John Howe,Minotauro,192,01 de Noviembre 2022,"Cuaderno de viaje de la Tierra Media ofrece un paseo por la Tierra Media de Tolkien, visitando los lugares fundamentales en sus historias, pero también otros situados al otro lado de la colina o más allá del horizonte. Se detiene en los sucesos narrados en los libros de Tolkien: batallas libradas en épocas pasadas que casi son legendarias en el tiempo en el que se desarrolla El Señor de los Anillos; reinos perdidos y mitos antiguos, así como esos otros lugares que sólo se insinúan: reinos remotos en el norte y tierras al otro lado del mar. Dibujos que transmiten una sensación de inmediatez se entremezclan con las observaciones del artista John Howe, inspiradas en los libros de Tolkien mientras pinta tanto con las palabras como con el pincel. También rememora su trabajo junto a Peter Jackson durante la filmación de las trilogías El Señor de los Anillos y El Hobbit.","https://www.gandhi.com.mx/media/catalog/product/9/7/9788445005576_f1fd.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/cuaderno-de-viaje-de-la-tierra-media
9789506411275,LA NUEVA DIRECCION DE PROYECTOS: HERRAMIENTAS PARA UNA ERA DE CAMBIOS RAPIDOS,Negocios y Finanzas,J. Davison Frame,Granica,49,2005,"En el medio empresarial de hoy, en el que dominan la complejidad, el caos y la incertidumbre, los viejos métodos probados y valederos para la dirección de proyectos no funcionan. En este libro, J. Davidson Frame va al corazón de las nuevas realidades con una visión penetrante sobre los desafíos actuales. Sobre la base de sus veinte años de experiencia como consultor y asesor en la dirección de proyectos en empresas tales como NCR, AT&T y 3M, Davidson Frame presenta un nuevo conjunto de aptitudes necesarias para tener éxito en un clima empresarial en el que la reducción, la tercerización y la delegación de responsabilidades están a la orden del día. Así demuestra por qué los jefes de proyecto deben adaptarse y actualizarse en cuestiones esenciales, tales como trabajar con equipos y jerarquías horizontales, garantizar la satisfacción del cliente, supervisar contratos y manejar efectivamente el riesgo empresarial. La nueva dirección de proyectos aporta un juego de herramientas prácticas, incluyendo: estrategias concretas para dominar la complejidad; técnicas para identificar clientes, maximizando su satisfacción; un procedimiento comprensible y funcional de manejo del riesgo; técnicas para ayudar a los jefes a evaluar y seleccionar productos, personal y vendedores; un método para mejorar la precisión en las estimaciones de proyectos y optimizar el control de costos y la programación; un método sencillo de evaluación de proyectos para ayudar a los jefes a medir los avances; una lista de ítems para ser controlada por el jefe de equipo. J. Davidson Frame es profesor de Ciencias de la Administración de la Facultad de Administración Pública y de Empresas (USMC) de la George Washington University, en Washington. Ha sido director del Programa de Ciencia, Tecnología e Innovación de la citada facultad, y presidente del Departamento de Ciencias de la Administración. Desde 1990 es director del programa de estudios sobre dirección de proyectos en el Project Management Institute. A partir de 1983, Davidson Frame ha dirigido numerosos seminarios sobre este tema, en los que han participado más de 6.000 jefes de proyecto de Estados Unidos y otros países. Es autor de numerosos artículos y, entre otros, del libro La dirección de proyectos en las organizaciones (Ediciones Granica). Publicaciones La nueva dirección de proyectos POR J. DAVIDSON FRAME > Ir a la notalanacion.com , Empleos , Martes 12 de junio de 2001@import ""http://www.lanacion.com.ar/css/nocache/notaembed.css""; .","https://www.gandhi.com.mx/media/catalog/product/9/7/9789506411275.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/la-nueva-direccion-de-proyectos-herramientas-para-una-era-de-cambios-rapidos
9788417930387,Sobre la visión y los colores,Filosofía,Arthur Schopenhauer,Casimiro,182,20 de Agosto 2021,"Después de doctorarse en 1813 con su tesis filosófica Sobre
la cuádruple raíz del principio de razón suficiente, Arthur Schopenhauer se
ocupó un tiempo de la ciencia, a pesar de tenerla por actividad menor frente al
arte y más aún a la filosofía. Lo hizo a raíz de su encuentro con Johann
Wolfgang con Goethe, el cual, tras haber leído dicha tesis doctoral, se
interesó por el joven filósofo, al que tradujo durante 1814 y 1815 en su
todavía reciente Teoría de los colores (1810), así como en sus observaciones y
experimentos al respecto. En esos años, se encontraron en alguna ocasión y
mantuvieron una viva correspondencia que fue volviéndose cada vez más escasa
tras la publicación de la obra de Schopenhauer fruto de todo ello: Sobre la
visión y los colores. Al parecer, Goethe se incomodó con las pretensiones del
joven filósofo de ofrecer una teoría que corregía la suya y dejara refutada la “herejía
newtoniana”.","https://www.gandhi.com.mx/media/catalog/product/9788417930387?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/sobre-la-vision-y-los-colores
9786073159289,El ABC de la iluminación,Salud y Ejercicio,Osho,Debolsillo,336,01 de Noviembre 2017,"El poder de las palabras puede conducir a la iluminación.Osho sabe cómo definir las palabras usando un lenguaje actual y guiarnos hacia respuestas iluminadoras. Pero este libro es aún mucho más: mientras Osho va describiendo el significado de cada una de las palabras, ofrece también maneras de experimentarlas espiritualmente. A menudo lo hace sorprendiendo al lector e invalidando cualquier noción previa que pueda tener, para así poner de relieve el significado profundo de cada concepto.En El ABC de la iluminación hay más de 800 entradas, desde la abnegación hasta el yo, pasando por Dios, los gurús, la ira, la neurosios, la risa y el sexo.Con este diccionario, Osho logra impregnar nuestro lenguaje cotidiano de procesos y sentimientos espirituales hasta ocnvertirlo en algo simple y aunténtico, un espejo real de nuestro mundo interior. Y consultarlo hace renacer, de inmediato, las energías que buscamos.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786073159289_7e0d.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/el-abc-de-la-iluminacion
9786074573756,Las burlas veras,Ensayo Literario,Alfonso Reyes,Lectorum,344,01 de Mayo 2014,"Considerado como uno de los mejores escritores de habla hispana y uno de los intelectuales más influyentes de México, Alfonso Reyes también gozaba de un extraordinario, agudo y refinado sentido del humor, permeado, por supuesto, por su grandiosa erudición. Si bien el humor intelectual suele ser pretencioso y clasista, en Burlas veras el lector encontrará un ejercicio de autocrítica y de un humor alejado de ese \""pedantismo intelectual\"", lo que le hará disfrutar, de una forma poco conocida, la extraordinaria pluma de \""El mejor prosista de lengua española en cualquier época\"", como Jorge Luis Borges lo consideraba.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786074573756.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/las-burlas-veras
9788416938728,Sobre la libertad,Filosofía,John Stuart Mill,Biblioteca nueva,240,22 de Noviembre 2017,"John Stuart Mill, una de las grandes mentes del siglo XIX, posiblemente sea el pensador de mayor talla de la Inglaterra victoriana. Su obra Sobre la libertad ha adquirido el rango de clásico del pensamiento político, con lo que ello implica de universalidad y actualidad. Principal aportación del siglo XIX a la tradición del mejor liberalismo político, se trata de una obra ágil y profunda, concebida y escrita con la pasión y el espíritu antisectario que caracteriza toda la obra de Stuart Mill.","https://www.gandhi.com.mx/media/catalog/product/9788416938728?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/sobre-la-libertad-5
