ISBN,Título,Género,Autor,Editorial,Número de Páginas,Fecha de Publicación,Sinopsis,Portada,URL
9786073801577,García Márquez: Historia de un deicidio,ensayo-literario,Mario Vargas Llosa,Alfaguara,672,11 de Mayo 2021,"Cada novela es un deicidio secreto,un asesinato simbólico de la realidad.Publicado a comienzos de los setenta y desaparecido de las librerías desde hace muchos años, este ensayo, que en su origen fue la tesis que le valió a Vargas Llosa en 1971 el título de doctor por la Universidad Complutense de Madrid, muestra la admiración del Nobel peruano por García Márquez y por su novela Cien años de soledad. En él se analiza en profundidad la obra del autor colombiano, compañero de Vargas Llosa en el boom.Obsesiva, recurrente, una intención central abraza la obra de García Márquez, una ambición única que sus ficciones van desarrollando a saltos y retrocesos, desde perspectivas diferentes y con métodos distintos. Esto hace que sus cuentos y novelas puedan leerse como fragmentos de un vasto, disperso, pero al mismo tiempo riguroso proyecto creador, dentro del cual encuentra cada uno de ellos su plena significación. Esta voluntad unificadora es la de edificar un mundo autónomo.Un escritor no elige sus temas, los temas lo eligen a él. García Márquez no decidió, mediante un movimiento libre de su conciencia, escribir ficciones a partir de sus recuerdos de Aracataca. Ocurrió lo contrario: sus experiencias de Aracataca lo eligieron a él como escritor. Un hombre no elige sus demonios: le ocurren ciertas cosas, algunas lo hieren tanto que lo llevan, locamente, a negar la realidad y a querer reemplazarla. Esas cosas, que están en el origen de su vocación, serán también su estímulo, sus fuentes, la materia a partir de la cual esa vocación trabajará. Pero en el caso de García Márquez la naturaleza de su obra permite afirmar que aquella experiencia, sin negar la importancia de otras, constituye el impulso principal para su tarea de creador. Mario Vargas Llosaescritores del boom; novela latinoamericana del boom; critica literaria; tesis de Vargas llosa; Vargas llosa sobre Gabriel garcia marquez; Críticas/Reseñas","https://www.gandhi.com.mx/media/catalog/product/9/7/9786073801577_4a41.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/garcia-marquez-historia-de-un-deicidio
9786075508252,Fuego nocturno,ciencia-ficcion,Michael Connelly,Alianza de novelas,432,09 de Agosto 2021,"Harry Bosch y la detective Ballard vuelven a unir fuerzas. Cuando era un detective de Homicidios novato, Harry Bosch tuvo un mentor que le enseñó a tomarse el trabajo de forma personal y prender la llama de la tenacidad para no dejar ni un caso sin resolver: John Jack Thompson. Este ha muerto, pero, tras su funeral, su viuda le entrega a Bosch el informe de un asesinato que Thompson se llevó consigo cuando dejó la Policía de Los Ángeles 20 años atrás: el caso abierto del asesinato de un joven con problemas en un callejón usado para la venta de drogas. Bosch le muestra el informe a Renée Ballard y le pide ayuda para averiguar por qué el caso disparó el interés de Thompson hace tantos años. Ese será su punto de partida. Bosch y Ballard se convierten en un equipo de investigación formidable y su vínculo se estrecha. Y pronto les surge una duda preocupante: ¿robó Thompson el informe para trabajar en el caso en su jubilación o para asegurarse de que nunca se resolviera?","https://www.gandhi.com.mx/media/catalog/product/9/7/9786075508252_31c2.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/fuego-nocturno
9786077365891,El Anticristo,filosofia,Friedrich Nietzsche,Fontamara,112,2019,"El 18 de enero de 1889, Franz Overbeck, teólogo de Basilea, acudió a Turín para tratar de salvar a su amigo Nietzsche que había caído en una profunda demencia –tarea que resultó imposible–, encontrándolo rodeado de montones de papeles, recuperando los que creyó más importantes, entre los cuales se hallaba el manuscrito (cuidadosamente envuelto) de El anticristo, publicado en 1895. Esta obra ha sido malinterpretada porque también ha sido mal comprendida, quizá porque, como el mismo autor señalaba, es un libro para una selecta minoría: “Este libro pertenece a los menos. Tal vez no viva todavía ninguno de ellos. Serán sin duda, los que comprendan mi Zaratustra… Algunos nacen de manera póstuma. El anticristo constituye una de las obras clave del pensamiento nietzscheano, es una teología al revés, una teología del pecado. A pesar de que en un principio se mutilaron varios párrafos de la obra, incluso se omitió el subtítulo Maldición sobre el cristianismo, haciendo creer que era una Transvaloración de todos los valores, logró salir a la luz con toda su grandeza. En El anticristo se descubren los múltiples aspectos de la decadencia cristina. El autor experimenta religiosamente el fin de las religiones. Él nos dice: “Los cristianos han matado a Dios sin comprenderlo, y viven de esa muerte y del deseo de aniquilación. En su alma se pudre lentamente el cadáver de Dios. Nietzsche llevó a cabo una de las más profundas transformaciones de nuestra cultura. Con su amplitud temática-reflexiva, rompió las barreras entre las diferentes disciplinas filosóficas, reflexionando sobre todo lo que es humano. Al rechazar el pensamiento sistemático, cambió a fondo la manera de filosofar, al convertirla en un pensamiento experimental, logrando con ello socavar los sistemas comúnmente aceptados y abrir caminos a lo desconocido.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786077365891_6d72.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/el-anticristo-9
9780500204733,Artists' film,cine,David Curtis,Thames & Hudson,340,05 de Enero 2022,"This detailed survey presents for the first time an alternative history of the moving image, chronicling artists' ever-evolving fascination with filmmaking from the early twentieth century to now. From early pioneers to key artists of the present, leading authority and film expert David Curtis offers a vivid account of the numerous individuals who have been inspired by the cinematic medium and felt compelled to interpret and respond to it in their own way. In doing so, he discusses artists' widely differing achievements, aspirations, theories and approaches. Featuring over 400 international moving-image makers and drawing on examples from across the arts, including experimental film, video, installation and multimedia, this generously illustrated account offers an incomparable introduction to this increasingly popular and continually evolving art-form. With 153 illustrations in colour","https://www.gandhi.com.mx/media/catalog/product/9/7/9780500204733_e7e3.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/artists-film-world-of-art
9786071727718,"CALIDAD Y SEGURIDAD EN LA ATENCION DEL PACIENTE, EVIDENCIAS DE INVESTIGACION Y PROYECTOS DE MEJORA E",salud-y-ejercicio,María Guadalupe Moreno Monsiváis,Trillas,28,2016,"Hoy día es una prioridad, en todos los niveles de atención a la salud, la calidad y seguridad en la atención del paciente, ya que se debe cumplir con los estándares internacionales de calidad que protege a los usuarios de riesgos inherentes al sistema de salud. Para hacer frente a este reto, las instituciones de salud implementaron estrategias para ofrecer mayor calidad y seguridad al paciente, como eje central de la atención, de modo que se lleve a cabo un proceso de vigilancia continua a través de mecanismos de control y monitoreo, bien definidos, que permitan evaluar los resultados e implementar medidas de mejora y correctivas para crear una cultura de calidad y seguridad, donde se hagan las cosas bien, y sobre todo sin riesgos para el paciente. Además de los anterior, es importante que las instituciones de salud cuenten con programas permanentes de educación continua, donde se mantenga actualizado a todo el personal en los procesos de atención, con estricto apego a los estándares internacionales antes mencionados, de tal forma que se garantice la obtención de competencias adecuadas que les permita brindar un servicio de calidad. Las autoras y sus colaboradores están seguros de que esta obra será una herramienta de gran utilidad para todos aquellos que estén comprometidos con la atención del paciente.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786071727718.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/calidad-y-seguridad-en-la-atencion-del-paciente-evidencias-de-investigacion-y-proyectos-de-mejora-e
9786079954291,MÉTODOS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS,derecho,Francisco Gorjón Gómez,Dikaia,458,25 de Mayo 2022,Contenido temático:1. Marco general de los métodos alternativos de solución de conflictos 2. El conflicto 3. Negociación 4. Mediación familiar 5. Mediación civil 6. Mediación comercial 7.  Mediación escolar 8. Mediación penal 9. Justicia restaurativa 10. Procedimiento de mediación 11. Arbitraje comercial 12. La conciliación y el arbitraje en la administración pública 13. Mediación y arbitraje administrativo 14. On Line Disputes Resolution (ODR) 15. MASC en los tratados de libre comercio 16. Procedimiento de arbitraje,"https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786079954291_a53a.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/metodos-alternativos-de-solucion-de-conflictos-2
9786073058452,La querencia del cine mexicano,cine,Jorge Ayala Blanco,Universidad Nacional Autónoma de México,316,01 de Abril 2022,"Decimoctava entrega del celebre ""Abecedario del cine mexicano"" en donde se presenta material inédito de la investigación en curso del crítico cinematográfico con mayor trayectoria de nuestro país, a través del análisis, pelicula por película de mas de un centenar de obras producidas entre 2016 y 2020, muchas de ellas vistas en plataformas digitales y otras exhibidas de manera presencial en las salas durante la incertidumbre de lprincipio de la pandemia en 2020.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786073058452_f9c3.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/la-querencia-del-cine-mexicano-1
9788418145759,La llamada de Cthulhu y otras historias de terror cósmico,terror-y-suspenso,Howard Phillips Lovecraft,Colofón,125,02 de Junio 2022,"La llamada de Cthulhu es, sin duda alguna, la obra maestra de H. P. Lovecraft, uno de los escritores de terror más icónicos de la historia. Sus relatos han influido en generaciones y generaciones de escritores, cineastas y artistas, como Stephen King, Clive Barker, Jorge Luis Borges, Guillermo del Toro, John Carpenter, o grupos de rock como Metallica y Black Sabbath, entre otros. Los temas que aborda en su obra son recurrentes: el miedo a lo desconocido, seres de otros mundos que vienen a interrumpir la paz en el planeta Tierra, personajes extraños que viven a merced de entes diabólicos, pueblos siniestros y culto a libros antiguos que revelan una realidad muy diferente a la que conocemos hoy en día. Cthulhu, una espantosa deidad Primigenia, es el eje central de toda la mitología lovecraftiana.
Estamos ante una narración corta que fascinará a todo lector ávido de emociones fuertes. En estas páginas el horror cósmico sacudirá nuestra imaginación hasta dejarnos petrificados en más de una escena…","https://www.gandhi.com.mx/media/catalog/product/9788418145759?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/la-llamada-de-cthulhu-y-otras-historias-de-terror-cosmico
9788418428630,"Acumular, clasificar, preservar, exhibir: Archivo Roberto Obregón",arte-ii,Kaira M. Cabañas,Turner,272,28 de Enero 2022,"Obregón, antecesor del conceptualismo global, se enfocó durante tres décadas en la relación de la naturaleza con el arte a través de una inagotable investigación y metodología de mostrar pétalos de rosas diseccionados, como una suerte de vanitas contemporánea. La publicación compendia al Archivo Roberto Obregón, que abarca el legado completo del artista. Este libro fue realizado en ocasión de la primera exposición individual en una institución norteamericana de la obra de Obregón e incluye ensayos de los curadores Jesús Fuenmayor y Kaira M. Cabañas. El libro hace un registro exhaustivo de todas las obras tras años de trabajo en la clasificación del Archivo Obregón por parte de Israel Ortega y Leonor Solá. Desde 2011, este archivo forma parta de la Colección Carolina y Fernando Eseverri.","https://www.gandhi.com.mx/media/catalog/product/9788418428630?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/acumular-clasificar-preservar-exhibir-archivo-roberto-obregon
9788445074336,SOY LEYENDA,ciencia-ficcion,Richard Matheson,Minotauro,184,2006,"Robert Neville es el único superviviente de una guerra bacteriológica que ha asolado el planeta y convertido al resto de la humanidad en vampiros. Su vida se ha reducido a asesinar al máximo número posible de esos seres sanguinarios durante el día, y soporta su asedio cada noche. Para ellos, el auténtico monstruo es este hombre que lucha por subsistir en un nuevo orden establecido.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788445074336_67f1.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/soy-leyenda-4
9781647221263,Stranger things: The ultimate pop-up book,cine,Simon Arizpe,Insight editions,5,30 de Agosto 2022,"Embark on an explosive 3D journey through the world of Netflix's hit series Stranger Things with the only officially licensed Stranger Things pop-up book. Netflix's Emmy Award-winning series Stranger Things has captivated the imaginations of millions of viewers all around the world. Now fans can experience the series like never before with stunning, pop-off-the-page re-creations of iconic moments from the show. Inside, readers will adventure alongside Eleven and Mike Wheeler, crack the Russian code with Steve Harrington at Scoops Ahoy, face off against the terrifying Demogorgon, and much more. Featuring five richly detailed spreads packed with jaw-dropping pops, Stranger Things: The Ultimate Pop-Up Book is an explosive, must-have guide to Hawkins, Indiana, the Upside Down, and beyond. INTERACTIVE JOURNEY: Readers adventure alongside Eleven and Mike Wheeler, crack the Russian code with Steve Harrington at Scoops Ahoy, face off against the terrifying Demogorgon, and much more. EXPLOSIVE VISUALS: Features five richly detailed spreads packed with jaw-dropping, pop-off-the-page recreations of iconic moments from the show. GORGEOUS ILLUSTRATIONS: Stunning original artwork by renowned Stranger Things key art illustrator Kyle Lambert depicts beloved characters and familiar settings from Hawkins, Indiana, and the Upside Down. IMMERSIVE FORMAT: Dynamic 360-format allows participation from all sides, while interactive flaps and pull tabs reveal hidden surprises throughout the book. MASTER PAPER ENGINEERS: Designed by paper engineer Simon Arizpe with creative direction from Matthew Reinhart. COMPLETE YOUR STRANGER THINGS COLLECTION: Discover more striking original artwork from Hawkins, Indiana with Stranger Things Tarot Deck and Guidebook, also available!","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9781647221263_b5a8.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/stranger-things-the-ultimate-pop-up-book
9788417338589,Cocina en casa con Martín Berasategui,gastronomia,Martín Berasategui,Grijalbo,320,23 de Octubre 2020,"De la mano de Martín Berasategui, uno de nuestros grandes chefs internacionales, 1.100 recetas imprescindibles para la cocina de cualquier casa.Tapas, bocadillos, ensaladas, sopas, verduras, huevos, arroces, pescados, carnes, salsas, postres, panes, conservas..., en el más completo recetario de cocina publicado en los últimos años. Una cocina sin extravagancias ni ingredientes extraños, esa que nos reconforta a diario y es responsable de buena parte de nuestra felicidad.Un libro para gente como tú, a la que le gusta comer y cocinar de verdad.Un libro de cocina que se convertirá en un clásico.","https://www.gandhi.com.mx/media/catalog/product/9788417338589?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/cocina-en-casa-con-martin-berasategui
9788430117567,POST SCRIPTUM: NO CIENTIFICO Y DEFINITIVO A MIGAJAS FILOSOFICAS,filosofia,Søren Kierkegaard,Ediciones Sígueme,67,2010,"EN 1844, BAJO EL PSEUDÓNIMO DE JUAN CLÍMACO, KIERKEGAARD HABÍA PUBLICADO -MIGAJAS FILOSÓFICAS-, OBRA EN LA QUE DIFERENCIABA RADICALMENTE LA FILOSOFÍA SISTEMÁTICA CON PRETENSIONES ABSOLUTAS (HEGEL) DEL SOCRATISMO, Y A ÉSTE, DE LA RELACIÓN ÚNICA ENTRE EL MA","https://www.gandhi.com.mx/media/catalog/product/9/7/9788430117567.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/post-scriptum-no-cientifico-y-definitivo-a-migajas-filosoficas
9788411473965,La propiedad del Estado Mexicano o propiedad pública Breviario 52,derecho,Pascual Alberto Orozco Garibay,Tirant lo Blanch,60,2023,"El presente ensayo pretende desde la perspectiva constitucional dar una visión panorámica del derecho de propiedad que tiene el Estado Mexicano sobre su territorio o propiedad pública, sus características, las facultades con que cuenta para adquirir la propiedad de los bienes que estén en manos de los particulares, sean por contratos de derecho privado (compraventa, donación, permuta, dación en pago etc.), o por actos jurídicos de derecho público, como son: expropiación, nacionalización, extinción de dominio, actos que no se equiparan a la confiscación, decomiso y requisa y por último la distribución de la propiedad que realiza el Estado Mexicano a los cuatro niveles de gobierno: federación, estados miembros, Ciudad de México y municipios, lo que permite distinguir que bienes pertenecen a cada uno de ellos, sus particularidades y en general el régimen patrimonial que los rige.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788411473965_22ab.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/la-propiedad-del-estado-mexicano-o-propiedad-publica-breviario-52
9786077134909,La autoconstrucción de una casa,arquitectura,Xavier Fonseca,Pax,232,21 de Julio 2022,"La autoconstrucción de una casa es un manual que detalla el proceso para edificar una vivienda desde la preparación del terreno, pasando por la excavación, los cimientos, los drenajes, los muros, la instalación eléctrica hasta llegar a los terminados.Esta obra de la colección ¡ una casa! es una herramienta imprescindible para asesorar técnicamente a arquitectos, ingenieros, estudiantes de carreras afines y a todas las personas que quieras construir un hogar propio.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786077134909_83f2.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/la-autoconstruccion-de-una-casa
9786071512642,CAM: CURSO DE ACTUALIZACION MEDICA. FUNDAMENTOS PARA PRESENTAR EL EXAMEN NACIONAL DE ASPIRANTES A RE,salud-y-ejercicio,Igor Martín Ramos Herrera,McGraw Hill,52,2015,Sección I. Introducción. Capítulo 1. Introducción. Capítulo 2. Generalidades. Sección II. Ciencias básicas. Capítulo 3. Bioquímica. Capítulo 4. Microbiología. Capítulo 5. Farmacología. Capítulo 6. Salud pública. Capítulo 7. Inmunología. Capítulo 8. Genética. Sección III. Áreas clínicas. Capítulo 9. Neurología. Capítulo 10. Cardiovascular. Capítulo 11. Neumología. Capítulo 12. Gastrointestinal. Capítulo 13. Endocrinología. Capítulo 14. Hematología. Capítulo 15. Dermatología. Capítulo 16. Nefrología/urología. Capítulo 17. Ginecología. Capítulo 18. Obstetricia. Capítulo 19. Reumatología. Capítulo 20. Psiquiatría. Capítulo 21. Otorrinolaringología. Capítulo 22. Geriatría. Capítulo 23. Traumatología y ortopedia. Capítulo 24. Pediatría. Capítulo 25. Urgencias y cirugía. Capítulo 26. Oftalmología. Capítulo 27. Infectología. Capítulo 28. Imagen. Índice alfabético.,"https://www.gandhi.com.mx/media/catalog/product/9/7/9786071512642.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/cam-curso-de-actualizacion-medica-fundamentos-para-presentar-el-examen-nacional-de-aspirantes-a-re
9786073188876,Entrecruzamientos. Cortázar-Fuentes. Fuentes-Cortázar,ensayo-literario,Luisa Valenzuela,Alfaguara,260,13 de Noviembre 2019,"Ensayo sobre las vidas y obras de los escritores Julio Cortázar y Carlos Fuentes.De Luisa Valenzuela, autora de El placer rebelde.Dos grandes de la escritura: sus puntos de contacto, sus sincronías, su trayectoria vital.Este ensayo busca profundizar en los puntos de contacto, las analogías, los paralelismos, los hallazgos simultáneos y las sincronicidades de la vida y la obra de dos grandes de la literatura contemporánea: Julio Cortázar y Carlos Fuentes. El análisis minucioso de sus cuentos y novelas se complementa con el recorrido a través de su trayectoria de vida, de la cual la autora fue testigo privilegiado y participante en más de una ocasión.Los lectores de Fuentes y de Cortázar encontrarán aquí múltiples elementos de disfrute, desde el placer del descubrimiento hasta el del reconocimiento, pasando por la anécdota inusitada, los encuentros inesperados y el sentido del humor, tanto de los escritores estudiados como de la autora.Lo que ha dicho la crítica:Su lectura ilumina la obra de dos autores que no se han agotado, que formaron generaciones enteras de lectores en Latinoamérica y que compartían, como ella, la consciencia de que sólo la ficción puede darle sentido a esto que llamamos realidad. -Lilián López Camberos, Letras Libres.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786073188876_1db0.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/entrecruzamientos-cortazar-fuentes-fuentes-cortazar
9786074453065,El tercer personaje,ensayo-literario,Sergio Pitol,Era,271,01 de Enero 2013,"A partir de la publicación en 1996 de el arte de la fuga, la obre ensayística de Sergio Pitol se transformó en una galería de imágenes que a la manera de los grandes vitrales góticos, revela en la suma de sus fragmentos el relato de una vocación, paciente acopio de fronteras que afianzan un estilo. Inventario de intuiciones y reminiscencias, de manías y fobias, este libro es el testimonio de una vida repartida y narrada desde la literatura, los rasgos que configuran el itinerario de un lector. Pitol ha ubicado su trabajo al amparo de una idea en la que los elementos menos visibles de la memoria y la imaginación trabajan juntos para alcanzar estructuras orgánicas, implacables. Aquí la semblanza biográfica, la nota de lectura y la conferencia se mezclan, con una facilidad de vértigo, al escrutinio de las propias agitaciones que se encuentran en la médula de toda escritura, para de ahí saltar a la reflexión política, al comentario de una obra plástica o al problema de la identidad en América latina. escritos a lo largo de las dos últimas décadas, los ensayos que reúne este volumen constituyen las bifurcaciones de una vasta genealogía de afinidades. a los de cervantes, Dickens, Galdós, Virginia Wollf y Chéjov, nombres recurrentes que pueblan la biblioteca esencial de Pitol, se suman ahora los de Carlos fuentes, Fernández de Lizardi, Monterroso, pacheco, Aira y Bellatin, como también el cine, la narrativa polaca, los Priyectos editoriales de Tusquets y anagrama, la pintura de Juan soriano, Rufino Tamayo y Vicente rojo, la cerámica de Gustavo Pérez, la literatura Policial, Distintos rostros con que se revela y esconde el tercer personaje que habita en estas páginas.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786074453065_b751.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/el-tercer-personaje-1
9786070795114,¡Vive!,desarrollo-humano,Alfonso Lara Castilla,Booket,88,14 de Diciembre 2022,"Un hombre, hastiado de su vida, deambula por un panteón. En su camino, se encuentra con un sepulturero, quien lo convence de hacerle compañía a un cuerpo antes de ser enterrado. El joven reza ante el cadáver y coloca una cruz sobre la tumba. Al hacerlo, siente una gran empatía por el desconocido, piensa en su propia vida y anhela morir.Este acercamiento con la muerte le muestra que la vida es un camino donde el reto es luchar contra el pesimismo y alcanzar la realización personal. El mensaje esencial reside en una simple palabra: ¡vive!","https://www.gandhi.com.mx/media/catalog/product/9/7/9786070795114_d9f5.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/vive-2
9786075502908,Temas selectos de morfología y fisiología,psicologia-psicoanalisis-psiquiatra,Armando Vargas Domínguez,Patria,136,31 de Enero 2020,"La obra se diseñó especialmente para los estudiantes de sexto año del área 2, adscritos a las preparatorias de la UNAM y las escuelas incorporadas DGIRE. Presenta un curso completo de morfofisiología. En ella se desarrollan los contenidos conceptuales, procedimentales y actitudinales que marca el programa, además propone el desarrollo de habilidades y destrezas para que el estudiante construya su conocimiento.Es una obra concisa con numerosas ilustraciones que ilustran y ejemplifican órganos, sistemas y funciones; además, se utiliza terminología científica y médica para que los estudiantes vayan incorporando a su vocabulario términos técnicos y científicos. Los autores poseen una sólida trayectoria profesional en el área médica y académica a nivel medio superior.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786075502908_080c.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/temas-selectos-de-morfologia-y-fisiologia
9781641235457,Cómo Amarme Y Amar A Los Demás,desarrollo-humano,Sixto Porras,Whitaker house,240,2020,"El verdadero amor es un estilo de vida, más que una emoción. Involucra la expresión de nuestro más profundo aprecio por otro ser humano. Es una manera especial de actuar, de sentir, y de pensar. Es la mejor forma de darnos a la otra persona, sin herir, humillar ni lastimar. Porque el amor piensa, razona, reflexiona y nos conduce a una relación extendida en el tiempo.
""El amor crece a partir de verme como una persona realizada, plena, llena, feliz y completa. Esto es lo que me potencia para buscar a una persona con las mismas características y así compartir un proyecto de vida donde no dependamos, sino que nos complementemos. Entonces el amor hacia los demás se inicia en el amor hacia mí mismo"", resume Sixto Porras al presentar el tema de su nuevo libro, Cómo amarme y amar a los demás, un análisis profundo y aleccionador de lo que es en verdad el amor.
Este libro te llevará a conocer los fundamentos de lo que hasta hoy pensaste que era tan solo una emoción que puede causarte una gran felicidad o sumirte en una triste decepción.
""El amor se aprende mientras caminamos juntos, es una decisión que hay que cultivar, defender y proteger.""","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9781641235457_d777.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/como-amarme-y-amar-a-los-demas
9788490708972,El ahorcado Cuentos de espanto ( Mapas en un espejo 1 ),ciencia-ficcion,Orson Scott Card,B de bolsillo,256,14 de Agosto 2019,"Primera entrega de la saga Mapas en un espejo. Una recopilación de ciencia ficción e historias de terror por el autor de El juego de Ender. Esta antología de todos los relatos y narraciones cortas de Orson Scott Card representa la mejor síntesis de su obra de escritor, con una temática variada que no sólo abarca la ciencia ficción, sino también la fantasía y el terror.Una monumental recopilación de: fábulas, cuentos fantásticos; historias de terror, narraciones futuristas, cuentos sobre milagros perdidos, sobre la muerte, la esperanza, lo sagrado# en algunos casos galardonados con los mayores premios del género.Algunos relatos compilados en Mapas en un espejo fueron galardonados con los mayores premios del género #Ojo por Ojo, Niños Perdidos o Sonata sin acompañamiento, por ejemplo-; otros dieron lugar a algunos de los grandes éxitos posteriores de Orson Scott Card en formato de novela, es decir, a El juego de Ender, Maestro Cantor o la saga fantástica de Alvin el Hacedor.","https://www.gandhi.com.mx/media/catalog/product/9788490708972?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/el-ahorcado-cuentos-de-espanto
9786077486008,El valor del silencio,desarrollo-humano,Justin Zorn,Urano,384,01 de Enero 2023,"El silencio es un poder secreto que nos centra, nos sana y nos enseña. Dos especialistas en bienestar del más alto nivel nos desvelan los beneficios del silencio en un mundo más ruidoso que nunca.La proliferación del ruido no se refiere solamente al sentido auditivo y literal, sino también a las pantallas yal ruido de la información, que consume nuestra atención. Si bien el mindfulness nos puede ayudar a frenar los prejuicios del ruido constante, los estudios señalan que no todo el mundo es capaz de meditar con regularidad. Necesitamos nuevas maneras de encontrar claridad y renovación.Recurriendo a la ciencia, la psicología, la filosofía y la espiritualidad, Justin Zorn y Leigh Marz nos demuestran el poder del silencio inmersivo, un tipo de silencio más profundo que todos, quizá sin saberlo, hemos practicado. Esta guía actual y urgente explora la avalancha sensorial en la que vivimos inmersos y cómo nos impacta, junto con propuestas prácticas y flexibles para practicar el silencio y eliminar el ruido de nuestra vida como individuos, grupos, organizaciones y sociedad.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786077486008_08ec.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/el-valor-del-silencio
9789507861475,VOLVER A LA RAZON,filosofia,Ricardo Maliandi,Biblos,2,1997,"Desde hace al menos trescientos años, los fines de siglo se caracterizan por la eclosión de posturas irracionalistas ocupadas en cargar a la razón la cuenta por los desastres e infortunios históricos. Nuestro fin del siglo -que lo es tambíén del milenio- repite con creces el mismo eror, llegando incluso a convertir la razón es una especie de tabú. Este libro es una invitación a superar ese tabú reconociendo, sin embargo, los desastres provenientes y siempre posibles de un mal uso de la razón. Los distintos capítulos se articulan alrededor de dos ejes centrales: el de la bidimensionalidad de la razón y el de su dialogocidad. Un razonable uso del instrumento racional humano requiere tener presente que ésta se afina en el equilibrio entre la función crítitca y la desfundamentación, así como en la observancia de las exigencias dialógicas. El libro defiende la concepción (quizá hoy escandalosa, a consecuencia de la referida tabuización) de que aún es posible volver a la razón, y de que la mayoría de los males padecidos en la actualidad no provienen de ella, sino más bien de su abandono o, lo que viene a ser lo mismo, de su manejo torpe, unidimensional o monológico.","https://www.gandhi.com.mx/media/catalog/product/9/7/9789507861475.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/volver-a-la-razon
